# G(2) Function
# 2025-05-02 11:19:34
# Histogram Width = 16 ns
# Events Ch. 0 = 1.416e+08 
# Events Ch. 1 = 2.051e+08 
# Integr. Time = 00:19:36 h
# G(2) Norm = 395 
# Fit Function = None
# Fit - A = 0 
# Fit - c = 0 ps
# Fit - B = 0 
# Fit - T_a = 0 ps
# Fit - p_f^2 = 0 
# Fit - c = 0 
# Fit - T_b = 0 ps
# Fit - T_a = 0 ps
# Unit dt: s
# Unit G(2): 1
# dt ; G(2)
 -1.1723724E-08 ;   1.0125610E+00
 -1.1707708E-08 ;   1.0505320E+00
 -1.1691692E-08 ;   1.0074990E+00
 -1.1675676E-08 ;   9.3408800E-01
 -1.1659660E-08 ;   1.0454700E+00
 -1.1643644E-08 ;   1.0505320E+00
 -1.1627628E-08 ;   9.5687100E-01
 -1.1611612E-08 ;   1.0885040E+00
 -1.1595596E-08 ;   9.4674500E-01
 -1.1579580E-08 ;   1.0986290E+00
 -1.1563564E-08 ;   9.5687100E-01
 -1.1547548E-08 ;   1.0328130E+00
 -1.1531532E-08 ;   1.0024360E+00
 -1.1515516E-08 ;   1.1011610E+00
 -1.1499499E-08 ;   1.1062230E+00
 -1.1483483E-08 ;   9.9231000E-01
 -1.1467467E-08 ;   9.9737300E-01
 -1.1451451E-08 ;   1.1644460E+00
 -1.1435435E-08 ;   1.0150930E+00
 -1.1419419E-08 ;   1.1948230E+00
 -1.1403403E-08 ;   9.1636800E-01
 -1.1387387E-08 ;   1.0353440E+00
 -1.1371371E-08 ;   1.0277500E+00
 -1.1355355E-08 ;   1.0910350E+00
 -1.1339339E-08 ;   1.0378750E+00
 -1.1323323E-08 ;   9.0118000E-01
 -1.1307307E-08 ;   1.1340690E+00
 -1.1291291E-08 ;   1.1062230E+00
 -1.1275275E-08 ;   1.0252180E+00
 -1.1259259E-08 ;   1.0555950E+00
 -1.1243243E-08 ;   1.0454700E+00
 -1.1227227E-08 ;   1.1695090E+00
 -1.1211211E-08 ;   1.1138180E+00
 -1.1195195E-08 ;   1.0505320E+00
 -1.1179179E-08 ;   9.6952800E-01
 -1.1163163E-08 ;   1.0454700E+00
 -1.1147147E-08 ;   1.0429380E+00
 -1.1131131E-08 ;   1.0049670E+00
 -1.1115115E-08 ;   1.0328130E+00
 -1.1099099E-08 ;   1.1163490E+00
 -1.1083083E-08 ;   9.8724700E-01
 -1.1067067E-08 ;   1.1619140E+00
 -1.1051051E-08 ;   9.7965300E-01
 -1.1035035E-08 ;   1.0353440E+00
 -1.1019019E-08 ;   1.0429380E+00
 -1.1003003E-08 ;   1.0758470E+00
 -1.0986987E-08 ;   1.0024360E+00
 -1.0970971E-08 ;   1.1011610E+00
 -1.0954955E-08 ;   1.0226870E+00
 -1.0938939E-08 ;   1.0480010E+00
 -1.0922923E-08 ;   1.1998850E+00
 -1.0906907E-08 ;   9.6446500E-01
 -1.0890891E-08 ;   9.8471600E-01
 -1.0874875E-08 ;   9.9484200E-01
 -1.0858859E-08 ;   1.0454700E+00
 -1.0842843E-08 ;   9.9737300E-01
 -1.0826827E-08 ;   1.1492570E+00
 -1.0810811E-08 ;   1.0707840E+00
 -1.0794795E-08 ;   9.6699600E-01
 -1.0778779E-08 ;   9.4421300E-01
 -1.0762763E-08 ;   9.7459000E-01
 -1.0746747E-08 ;   1.0657210E+00
 -1.0730731E-08 ;   9.4421300E-01
 -1.0714715E-08 ;   1.0353440E+00
 -1.0698699E-08 ;   9.6446500E-01
 -1.0682683E-08 ;   9.2902500E-01
 -1.0666667E-08 ;   1.1619140E+00
 -1.0650651E-08 ;   9.8724700E-01
 -1.0634635E-08 ;   1.0631900E+00
 -1.0618619E-08 ;   9.4421300E-01
 -1.0602603E-08 ;   1.1593830E+00
 -1.0586587E-08 ;   1.0834410E+00
 -1.0570571E-08 ;   1.0201560E+00
 -1.0554555E-08 ;   1.0631900E+00
 -1.0538539E-08 ;   1.0328130E+00
 -1.0522523E-08 ;   1.0074990E+00
 -1.0506507E-08 ;   1.0783780E+00
 -1.0490490E-08 ;   9.3408800E-01
 -1.0474474E-08 ;   1.0783780E+00
 -1.0458458E-08 ;   9.4927600E-01
 -1.0442442E-08 ;   1.0328130E+00
 -1.0426426E-08 ;   9.9737300E-01
 -1.0410410E-08 ;   9.9737300E-01
 -1.0394394E-08 ;   1.1846970E+00
 -1.0378378E-08 ;   9.4674500E-01
 -1.0362362E-08 ;   1.0429380E+00
 -1.0346346E-08 ;   9.6446500E-01
 -1.0330330E-08 ;   9.2649400E-01
